"","address","lat1","long1","MRTName2","MRTName1","MRTlat1","MRTlong1","MRTdista1","time","disto"
"8190","713 JURONG WEST ST 71",1.34365711251197,103.696064237883,89,"Pioneer",1.33758701106708,103.697321608474,690.057365603796,704,978
"8191","713 PASIR RIS ST 72",1.38247673750926,103.937821775649,69,"Pasir Ris",1.37304331635804,103.949284527763,1652.29086263442,1380,1916
"8192","713 TAMPINES ST 71",1.35924098095519,103.937646641338,115,"Tampines",1.34551530560119,103.938436971222,1530.46462310013,1375,1910
"8193","713 WOODLANDS DR 70",1.44195475589682,103.797812012966,101,"Admiralty",1.44058856161847,103.800990519771,385.027081773286,434,604
"8194","713 YISHUN ST 71",1.42752811877469,103.827416588661,149,"Yishun",1.42944308477331,103.835005047246,870.971063202716,780,1083
"8195","714 ANG MO KIO AVE 6",1.37109649780946,103.84623152448,95,"Ang Mo Kio",1.36993284962262,103.84955809232,392.214448343601,442,615
"8196","714 BEDOK RESERVOIR RD",1.33703060322387,103.923284613437,83,"Bedok North",1.33474211664091,103.91797832995,643.138775627255,664,923
"8197","714 CLEMENTI WEST ST 2",1.30430341306691,103.761682084014,292,"Clementi",1.31511625277378,103.765191452888,1265.45702906787,1292,1794
"8198","714 JURONG WEST ST 71",1.34312002434277,103.696674982832,96,"Pioneer",1.33758701106708,103.697321608474,620.121825727526,653,907
"8199","714 PASIR RIS ST 72",1.38264722864523,103.937556703926,64,"Pasir Ris",1.37304331635804,103.949284527763,1687.13294047612,1405,1951
"8200","714 TAMPINES ST 71",1.36005190110954,103.937142900774,114,"Tampines",1.34551530560119,103.938436971222,1624.60220901276,1466,2036
"8201","714 WOODLANDS DR 70",1.44204928734016,103.798789070341,117,"Admiralty",1.44058856161847,103.800990519771,294.040126156395,329,457
"8202","714 YISHUN ST 71",1.42701651708938,103.827662646467,138,"Yishun",1.42944308477331,103.835005047246,860.591020317336,727,1010
"8203","715 BEDOK RESERVOIR RD",1.33742965753386,103.923154915111,92,"Bedok North",1.33474211664091,103.91797832995,649.149575853089,625,867
"8204","715 CLEMENTI WEST ST 2",1.30315360303876,103.761943675943,295,"Clementi",1.31511625277378,103.765191452888,1379.85678622332,1324,1838
"8205","715 JURONG WEST ST 71",1.34374461019775,103.696418783167,76,"Pioneer",1.33758701106708,103.697321608474,692.785422377748,714,991
"8206","715 PASIR RIS ST 72",1.3829779022172,103.937054462632,63,"Pasir Ris",1.37304331635804,103.949284527763,1753.71125113285,1449,2011
"8207","715 TAMPINES ST 71",1.35955696952682,103.937031845348,116,"Tampines",1.34551530560119,103.938436971222,1570.91328340868,1399,1943
"8208","715 WOODLANDS DR 70",1.44198957569918,103.799393670745,110,"Admiralty",1.44058856161847,103.800990519771,236.436782091195,276,383
"8209","715 YISHUN ST 71",1.42638911318203,103.826910837812,147,"Yishun",1.42944308477331,103.835005047246,962.783511709776,852,1183
"8210","716 ANG MO KIO AVE 6",1.37147783065153,103.845868750998,92,"Ang Mo Kio",1.36993284962262,103.84955809232,445.144599128531,464,645
"8211","716 BEDOK RESERVOIR RD",1.33783795176833,103.924973671246,111,"Bedok Reservoir",1.33660782955099,103.932234623286,819.586019925362,876,1217
"8212","716 CLEMENTI WEST ST 2",1.3019178771328,103.763073374343,271,"Clementi",1.31511625277378,103.765191452888,1488.02573728693,1413,1961
"8213","716 JURONG WEST ST 71",1.34409760357644,103.696723900687,118,"Pioneer",1.33758701106708,103.697321608474,727.801976552361,754,1046
"8214","716 PASIR RIS ST 72",1.38310038084332,103.936796767809,52,"Pasir Ris",1.37304331635804,103.949284527763,1784.58198495965,1471,2043
"8215","716 TAMPINES ST 71",1.35938987364854,103.936632842041,83,"Tampines",1.34551530560119,103.938436971222,1557.50531313442,1354,1881
"8216","716 WOODLANDS DR 70",1.44150834964609,103.799778803838,116,"Admiralty",1.44058856161847,103.800990519771,169.313137184495,221,307
"8217","716 YISHUN ST 71",1.42612488910141,103.827512567263,143,"Yishun",1.42944308477331,103.835005047246,911.956185752311,800,1111
"8218","717 BEDOK RESERVOIR RD",1.33755208890136,103.925449316134,207,"Bedok Reservoir",1.33660782955099,103.932234623286,762.412152135208,875,1215
"8219","717 CLEMENTI WEST ST 2",1.30323440870789,103.762464847394,107,"Clementi",1.31511625277378,103.765191452888,1357.04219238029,1342,1864
"8220","717 JURONG WEST ST 71",1.34300945708877,103.697479925355,95,"Pioneer",1.33758701106708,103.697321608474,603.881011166911,644,894
"8221","717 PASIR RIS ST 72",1.38262059331192,103.936631122283,59,"Pasir Ris",1.37304331635804,103.949284527763,1766.23144071326,1526,2119
"8222","717 TAMPINES ST 72",1.35881517979888,103.935185956034,107,"Tampines",1.34551530560119,103.938436971222,1524.10111426052,1330,1847
"8223","717 WOODLANDS DR 70",1.44084734957997,103.799421965632,120,"Admiralty",1.44058856161847,103.800990519771,176.916686564326,235,327
"8224","717 YISHUN ST 71",1.42575233813242,103.828104354933,169,"Yishun",1.42944308477331,103.835005047246,870.939736092873,783,1087
"8225","717A WOODLANDS DR 70",1.44053874571164,103.798669114626,13,"Admiralty",1.44058856161847,103.800990519771,258.395476952512,325,450
"8226","717B WOODLANDS DR 70",1.44137023315005,103.798542723674,9,"Admiralty",1.44058856161847,103.800990519771,285.961703541557,393,545
"8227","718 BEDOK RESERVOIR RD",1.33663363411169,103.925744921529,270,"Bedok Reservoir",1.33660782955099,103.932234623286,722.239437421796,802,1114
"8228","718 JURONG WEST ST 71",1.34370811271775,103.697520887338,118,"Pioneer",1.33758701106708,103.697321608474,681.758731147197,724,1005
"8229","718 PASIR RIS ST 72",1.38244315383458,103.936371378227,31,"Pasir Ris",1.37304331635804,103.949284527763,1777.66448720376,1525,2117
"8230","718 TAMPINES ST 72",1.35908701781335,103.935544402477,90,"Tampines",1.34551530560119,103.938436971222,1544.71053019227,1325,1840
"8231","718 WOODLANDS AVE 6",1.4416662112657,103.80127154507,123,"Admiralty",1.44058856161847,103.800990519771,123.972835420773,185,257
"8232","718 YISHUN ST 71",1.42681827962849,103.828512775486,163,"Yishun",1.42944308477331,103.835005047246,779.339901531698,668,927
"8233","719 BEDOK RESERVOIR RD",1.33641984694912,103.92483267275,129,"Bedok North",1.33474211664091,103.91797832995,785.345163390245,832,1155
"8234","719 JURONG WEST AVE 5",1.3445367697679,103.696986199669,37,"Pioneer",1.33758701106708,103.697321608474,774.543573643807,783,1087
"8235","719 PASIR RIS ST 72",1.38224267910055,103.936646781251,59,"Pasir Ris",1.37304331635804,103.949284527763,1739.75161085447,1506,2091
"8236","719 TAMPINES ST 72",1.35881240055992,103.935913216026,92,"Tampines",1.34551530560119,103.938436971222,1506.63653056955,1275,1770
"8237","719 WOODLANDS AVE 6",1.44192156825663,103.800135491076,141,"Admiralty",1.44058856161847,103.800990519771,176.276031346767,230,319
"8238","719 YISHUN ST 71",1.42688084988418,103.829303136688,171,"Yishun",1.42944308477331,103.835005047246,695.694592037806,606,841
"8239","72 BEDOK STH AVE 3",1.32036659168877,103.943667906986,104,"Tanah Merah",1.32718729074675,103.946348600798,815.784437618364,724,1005
"8240","72 C'WEALTH DR",1.30002336935165,103.796956865534,7,"Commonwealth",1.30250199924325,103.798228523336,310.097935004806,331,459
"8241","72 CIRCUIT RD",1.32454761102539,103.887943886744,50,"MacPherson",1.32615024457361,103.889298600376,233.577406244184,226,313
"8242","72 GEYLANG BAHRU",1.32194544026476,103.871031667932,246,"Geylang Bahru",1.32130110228321,103.871622627142,97.3150403327284,94,130
"8243","72 LOR 5 TOA PAYOH",1.33387681149467,103.852072555858,14,"Toa Payoh",1.33262928096888,103.847502198048,527.250222886577,569,791
"8244","72 MARINE DR",1.30428356986834,103.908364873073,133,"Eunos",1.31978354916088,103.903225807255,1817.76755614373,1554,2158
"8245","72 REDHILL RD",1.28740502686387,103.816391960711,18,"Redhill",1.28963453412887,103.81674097205,251.20865391163,326,452
"8246","72 TELOK BLANGAH HTS",1.27611797685125,103.809589962738,88,"Telok Blangah",1.27070647717762,103.809761611219,602.708204797282,549,763
"8247","720 ANG MO KIO AVE 6",1.37180102410534,103.84699031799,18,"Ang Mo Kio",1.36993284962262,103.84955809232,353.424343958898,348,483
"8248","720 BEDOK RESERVOIR RD",1.33597277354753,103.924883020541,102,"Bedok North",1.33474211664091,103.91797832995,780.534428586372,791,1099
"8249","720 JURONG WEST AVE 5",1.34435137284809,103.697497312594,119,"Pioneer",1.33758701106708,103.697321608474,753.25915315998,788,1094
"8250","720 PASIR RIS ST 72",1.38178596392118,103.936411750362,45,"Pasir Ris",1.37304331635804,103.949284527763,1731.89135353684,1547,2149
"8251","720 TAMPINES ST 72",1.35938894436607,103.936070829294,101,"Tampines",1.34551530560119,103.938436971222,1566.69424051225,1332,1850
"8252","720 WOODLANDS AVE 6",1.4422101047419,103.801033253866,129,"Admiralty",1.44058856161847,103.800990519771,180.571988995632,244,339
"8253","720 YISHUN ST 71",1.42642051761913,103.828957973293,174,"Yishun",1.42944308477331,103.835005047246,752.377367605277,678,941
"8254","721 ANG MO KIO AVE 8",1.37234984781557,103.847899479721,4,"Ang Mo Kio",1.36993284962262,103.84955809232,326.287679160467,308,428
"8255","721 BEDOK RESERVOIR RD",1.33629244771801,103.926101654356,153,"Bedok Reservoir",1.33660782955099,103.932234623286,683.435610840267,758,1052
"8256","721 CLEMENTI WEST ST 2",1.3024252487869,103.76435385686,1,"Clementi",1.31511625277378,103.765191452888,1415.82806397528,1431,1987
"8257","721 JURONG WEST AVE 5",1.34399335727786,103.697595848966,136,"Pioneer",1.33758701106708,103.697321608474,713.803963848453,756,1049
"8258","721 PASIR RIS ST 72",1.3814623557979,103.936332074831,55,"Pasir Ris",1.37304331635804,103.949284527763,1719.33428927635,1562,2169
"8259","721 TAMPINES ST 71",1.3599202305003,103.936352048283,85,"Tampines",1.34551530560119,103.938436971222,1620.24875429215,1380,1917
"8260","721 WOODLANDS CIRCLE",1.44398935063641,103.800333931864,103,"Admiralty",1.44058856161847,103.800990519771,385.560974299741,386,536
"8261","721 YISHUN ST 71",1.42610183391787,103.828966740535,160,"Yishun",1.42944308477331,103.835005047246,768.043730261646,720,1000
"8262","722 ANG MO KIO AVE 8",1.37224394036323,103.847529279223,4,"Ang Mo Kio",1.36993284962262,103.84955809232,342.293702486017,323,449
"8263","722 BEDOK RESERVOIR RD",1.33663699329345,103.928207774481,155,"Bedok Reservoir",1.33660782955099,103.932234623286,448.15654590319,643,892
"8264","722 CLEMENTI WEST ST 2",1.30291359271021,103.763759578355,4,"Clementi",1.31511625277378,103.765191452888,1367.7089164247,1333,1851
"8265","722 JURONG WEST AVE 5",1.34364538956412,103.69827338457,95,"Pioneer",1.33758701106708,103.697321608474,682.682893196556,719,998
"8266","722 PASIR RIS ST 72",1.38096375170476,103.9368903039,32,"Pasir Ris",1.37304331635804,103.949284527763,1637.04525566709,1491,2070
"8267","722 TAMPINES ST 72",1.35989254496234,103.935859341782,111,"Tampines",1.34551530560119,103.938436971222,1625.97152857693,1388,1928
"8268","722 WOODLANDS AVE 6",1.44554843131894,103.799404524681,124,"Admiralty",1.44058856161847,103.800990519771,579.653881504981,547,760
"8269","722 YISHUN ST 71",1.42566715797556,103.829016104284,215,"Yishun",1.42944308477331,103.835005047246,787.956437713772,754,1047
"8270","723 BEDOK RESERVOIR RD",1.33695439373089,103.928960561768,126,"Bedok Reservoir",1.33660782955099,103.932234623286,366.404371075752,545,756
"8271","723 CLEMENTI WEST ST 2",1.30310124001611,103.763413053663,99,"Clementi",1.31511625277378,103.765191452888,1352.0694356158,1322,1836
"8272","723 JURONG WEST AVE 5",1.344465010852,103.698164448697,80,"Pioneer",1.33758701106708,103.697321608474,771.379586733303,810,1126
"8273","723 PASIR RIS ST 72",1.38068071053619,103.936596173117,42,"Pasir Ris",1.37304331635804,103.949284527763,1648.24729692035,1503,2087
"8274","723 TAMPINES ST 72",1.35992057153678,103.935128203307,96,"Tampines",1.34551530560119,103.938436971222,1645.3213944836,1458,2025
"8275","723 WOODLANDS AVE 6",1.44537252441166,103.798967848103,96,"Admiralty",1.44058856161847,103.800990519771,578.164182473628,567,788
"8276","723 YISHUN ST 71",1.4259620249781,103.829779474265,132,"Yishun",1.42944308477331,103.835005047246,698.811938388843,653,906
"8277","724 BEDOK RESERVOIR RD",1.33714403979137,103.928433830286,135,"Bedok Reservoir",1.33660782955099,103.932234623286,427.178092195954,621,862
"8278","724 CLEMENTI WEST ST 2",1.30360871033936,103.763359143047,92,"Clementi",1.31511625277378,103.765191452888,1297.14264220714,1278,1774
"8279","724 JURONG WEST ST 72",1.34504744920415,103.698147806019,77,"Pioneer",1.33758701106708,103.697321608474,835.56654162234,865,1201
"8280","724 PASIR RIS ST 72",1.3809343990191,103.936234669952,60,"Pasir Ris",1.37304331635804,103.949284527763,1697.2832462728,1538,2135
"8281","724 TAMPINES ST 71",1.35684229419395,103.934951160364,147,"Tampines",1.34551530560119,103.938436971222,1319.24066595006,1214,1686
"8282","724 WOODLANDS AVE 6",1.44466656494325,103.798713043181,95,"Admiralty",1.44058856161847,103.800990519771,519.919503671057,517,717
"8283","724 YISHUN ST 71",1.42647481851247,103.82991593847,137,"Yishun",1.42944308477331,103.835005047246,655.685495897635,615,853
"8284","725 ANG MO KIO AVE 6",1.37279081671095,103.846911241497,69,"Ang Mo Kio",1.36993284962262,103.84955809232,433.571660499768,418,581
"8285","725 BEDOK RESERVOIR RD",1.33764586553964,103.928990816937,134,"Bedok Reservoir",1.33660782955099,103.932234623286,379.043579766135,569,790
"8286","725 JURONG WEST AVE 5",1.34545354960101,103.697719623836,133,"Pioneer",1.33758701106708,103.697321608474,876.818608960231,889,1234
"8287","725 PASIR RIS ST 72",1.38118702553862,103.935844067253,82,"Pasir Ris",1.37304331635804,103.949284527763,1749.03305072552,1580,2194
"8288","725 TAMPINES ST 71",1.35698450686671,103.935334502197,117,"Tampines",1.34551530560119,103.938436971222,1322.60738053751,1199,1665
"8289","725 WOODLANDS AVE 6",1.44435697271584,103.799119701865,86,"Admiralty",1.44058856161847,103.800990519771,468.318649348075,483,671
"8290","725 YISHUN ST 71",1.42695615059654,103.830709989693,216,"Yishun",1.42944308477331,103.835005047246,552.361223315514,491,681
"8291","726 JURONG WEST AVE 5",1.3459430568526,103.697134589327,99,"Pioneer",1.33758701106708,103.697321608474,930.423581739811,899,1248
"8292","726 TAMPINES ST 71",1.35698439301277,103.935887361779,111,"Tampines",1.34551530560119,103.938436971222,1307.88255201611,1181,1641
"8293","726 WOODLANDS CIRCLE",1.44427656207237,103.799681444987,115,"Admiralty",1.44058856161847,103.800990519771,435.626867196545,462,642
"8294","726 YISHUN ST 71",1.4265362136527,103.830668784342,207,"Yishun",1.42944308477331,103.835005047246,581.013079308773,548,760
"8295","727 ANG MO KIO AVE 6",1.37299031596651,103.846012559319,5,"Ang Mo Kio",1.36993284962262,103.84955809232,521.08585325804,492,684
"8296","727 CLEMENTI WEST ST 2",1.30413678048377,103.76381785742,1,"Clementi",1.31511625277378,103.765191452888,1231.75200514648,1259,1747
"8297","727 JURONG WEST AVE 5",1.34578289547379,103.697658651819,117,"Pioneer",1.33758701106708,103.697321608474,913.132396468501,933,1296
"8298","727 TAMPINES ST 71",1.3563134994008,103.935483915221,78,"Tampines",1.34551530560119,103.938436971222,1246.16530282683,1123,1561
"8299","727 WOODLANDS CIRCLE",1.44367879146851,103.799836033871,87,"Admiralty",1.44058856161847,103.800990519771,367.211161970447,400,555
"8300","727 YISHUN ST 71",1.42621011729954,103.831240144634,165,"Yishun",1.42944308477331,103.835005047246,552.326094605475,535,742
"8301","728 ANG MO KIO AVE 6",1.37262841608628,103.845682928938,35,"Ang Mo Kio",1.36993284962262,103.84955809232,525.380467504677,523,726
"8302","728 CLEMENTI WEST ST 2",1.30494405274186,103.763968436378,285,"Clementi",1.31511625277378,103.765191452888,1140.51499209029,1154,1602
"8303","728 JURONG WEST AVE 5",1.34609924869822,103.697696360087,126,"Pioneer",1.33758701106708,103.697321608474,948.495310806246,955,1325
"8304","728 TAMPINES ST 71",1.35622572265317,103.934838867632,98,"Tampines",1.34551530560119,103.938436971222,1257.72398152354,1135,1577
"8305","728 WOODLANDS CIRCLE",1.44288020200672,103.798887777863,155,"Admiralty",1.44058856161847,103.800990519771,346.172119451181,402,559
"8306","728 YISHUN ST 71",1.4257896294341,103.830526963765,158,"Yishun",1.42944308477331,103.835005047246,643.235193004945,622,863
"8307","729 ANG MO KIO AVE 6",1.3738661404098,103.845935822176,75,"Ang Mo Kio",1.36993284962262,103.84955809232,595.159602100983,562,781
"8308","729 CLEMENTI WEST ST 2",1.30492724290307,103.763519401903,218,"Clementi",1.31511625277378,103.765191452888,1149.39848770969,1149,1595
"8309","729 JURONG WEST AVE 5",1.34641262878569,103.697839347889,97,"Pioneer",1.33758701106708,103.697321608474,984.151405957708,990,1375
"8310","729 TAMPINES ST 71",1.35644099036712,103.934139023776,99,"Tampines",1.34551530560119,103.938436971222,1306.9148664457,1185,1647
"8311","729 WOODLANDS CIRCLE",1.44259053537399,103.798580792917,128,"Admiralty",1.44058856161847,103.800990519771,348.680779919117,429,597
"8312","729 YISHUN ST 71",1.4258528493391,103.831598317323,128,"Yishun",1.42944308477331,103.835005047246,550.872855457619,538,747
"8313","73 C'WEALTH DR",1.30002714811722,103.796591839602,4,"Commonwealth",1.30250199924325,103.798228523336,330.269007013474,382,527
"8314","73 GEYLANG BAHRU",1.32264236942866,103.870596516216,215,"Geylang Bahru",1.32130110228321,103.871622627142,187.973130045762,157,218
"8315","73 LOR 4 TOA PAYOH",1.33432001132262,103.851714329027,185,"Toa Payoh",1.33262928096888,103.847502198048,505.137971944123,507,705
"8316","73 MARINE DR",1.30380541604563,103.908362369014,100,"Eunos",1.31978354916088,103.903225807255,1868.28193704878,1610,2236
"8317","73 TELOK BLANGAH HTS",1.27573843980494,103.80918938464,83,"Telok Blangah",1.27070647717762,103.809761611219,563.764034480752,537,746
"8318","730 CLEMENTI WEST ST 2",1.304777153125,103.763121970707,130,"Clementi",1.31511625277378,103.765191452888,1173.76096577597,1154,1602
"8319","730 JURONG WEST ST 72",1.3461088638108,103.698426985603,71,"Pioneer",1.33758701106708,103.697321608474,956.591143772455,978,1358
"8320","730 TAMPINES ST 71",1.35670606456436,103.933499180009,105,"Tampines",1.34551530560119,103.938436971222,1361.56667377356,1245,1729
"8321","730 WOODLANDS CIRCLE",1.44250944568635,103.797703850444,113,"Admiralty",1.44058856161847,103.800990519771,423.674938360748,449,625
"8322","730 YISHUN ST 71",1.42723329945277,103.831527990025,145,"Yishun",1.42944308477331,103.835005047246,458.516944568395,443,616
"8323","731 CLEMENTI WEST ST 2",1.30440046544571,103.762746222568,167,"Clementi",1.31511625277378,103.765191452888,1223.52287651989,1178,1636
"8324","731 JURONG WEST ST 72",1.34547702861433,103.698587048618,56,"Pioneer",1.33758701106708,103.697321608474,889.531461617455,914,1269
"8325","731 TAMPINES ST 71",1.35700670008105,103.934099343677,148,"Tampines",1.34551530560119,103.938436971222,1367.26755437384,1263,1755
"8326","731 WOODLANDS CIRCLE",1.44306473290752,103.797831449391,113,"Admiralty",1.44058856161847,103.800990519771,446.73430534727,470,653
"8327","731 YISHUN ST 72",1.42834858574606,103.831116272448,57,"Yishun",1.42944308477331,103.835005047246,449.585976733662,432,601
"8328","732 JURONG WEST ST 73",1.34584120322079,103.699605451431,103,"Pioneer",1.33758701106708,103.697321608474,953.357478579935,979,1360
"8329","732 TAMPINES ST 71",1.35755873795717,103.934320421541,137,"Tampines",1.34551530560119,103.938436971222,1416.78191051066,1299,1805
"8330","732 WOODLANDS CIRCLE",1.44334742731535,103.798291752455,106,"Admiralty",1.44058856161847,103.800990519771,429.555833707343,487,678
"8331","732 YISHUN AVE 5",1.42903445415475,103.830336353437,36,"Yishun",1.42944308477331,103.835005047246,521.54245552453,446,620
"8332","733 JURONG WEST ST 73",1.34536778100039,103.700027619601,79,"Pioneer",1.33758701106708,103.697321608474,917.010909713466,943,1310
"8333","733 TAMPINES ST 71",1.3578245820795,103.933874048097,132,"Tampines",1.34551530560119,103.938436971222,1461.32844028951,1366,1897
"8334","733 WOODLANDS CIRCLE",1.44372277083434,103.798771309055,82,"Admiralty",1.44058856161847,103.800990519771,427.458787155662,445,618
"8335","733 YISHUN AVE 5",1.42965421082047,103.830889934491,161,"Yishun",1.42944308477331,103.835005047246,458.552366373652,350,486
"8336","734 JURONG WEST ST 73",1.34536325310096,103.700459730695,73,"Pioneer",1.33758701106708,103.697321608474,933.441337470621,945,1312
"8337","734 TAMPINES ST 71",1.35820447554431,103.934339097013,102,"Tampines",1.34551530560119,103.938436971222,1484.34537820292,1356,1884
"8338","734 WOODLANDS CIRCLE",1.44389201766705,103.7979498113,99,"Admiralty",1.44058856161847,103.800990519771,499.734913251189,529,735
"8339","734 YISHUN AVE 5",1.42926455279295,103.831074825531,237,"Yishun",1.42944308477331,103.835005047246,437.825447069371,359,499
"8340","735 JURONG WEST ST 75",1.34615477405686,103.701172026627,114,"Boon Lay",1.33860405469845,103.706064622772,1001.49019359409,897,1246
"8341","735 TAMPINES ST 72",1.35957584113289,103.934155801669,114,"Tampines",1.34551530560119,103.938436971222,1636.11955664353,1500,2083
"8342","735 WOODLANDS CIRCLE",1.44355669341747,103.797470709484,100,"Admiralty",1.44058856161847,103.800990519771,512.444912864073,537,747
"8343","735 YISHUN ST 72",1.42892493142687,103.83124139277,166,"Yishun",1.42944308477331,103.835005047246,422.790871926559,363,504
"8344","736 JURONG WEST ST 75",1.34611144493785,103.701653716516,78,"Boon Lay",1.33860405469845,103.706064622772,969.223491638382,847,1176
"8345","736 PASIR RIS DR 10",1.37965236410736,103.937312311942,90,"Pasir Ris",1.37304331635804,103.949284527763,1521.98932912125,1431,1988
"8346","736 TAMPINES ST 72",1.3590415975547,103.934383357768,79,"Tampines",1.34551530560119,103.938436971222,1571.86591613569,1413,1962
"8347","736 WOODLANDS CIRCLE",1.44283764127033,103.796814125448,104,"Admiralty",1.44058856161847,103.800990519771,527.912511980904,560,779
"8348","736 YISHUN ST 72",1.42865838624933,103.831727606169,237,"Yishun",1.42944308477331,103.835005047246,375.044120040957,353,490
"8349","737 JURONG WEST ST 75",1.34674600665671,103.701159880168,63,"Boon Lay",1.33860405469845,103.706064622772,1058.03114027118,909,1262
"8350","737 PASIR RIS DR 10",1.37941634729714,103.936978237381,92,"Pasir Ris",1.37304331635804,103.949284527763,1542.37943929148,1393,1934
"8351","737 TAMPINES ST 72",1.35894130604965,103.934006650369,52,"Tampines",1.34551530560119,103.938436971222,1573.8005370836,1445,2007
"8352","737 WOODLANDS CIRCLE",1.4436783632097,103.796822911109,134,"Admiralty",1.44058856161847,103.800990519771,577.412754751245,592,823
"8353","737 YISHUN ST 72",1.42897509455019,103.832444558449,98,"Yishun",1.42944308477331,103.835005047246,289.6669026871,275,382
"8354","738 JURONG WEST ST 75",1.3461618661461,103.700555451498,84,"Pioneer",1.33758701106708,103.697321608474,1020.13940130455,1024,1422
"8355","738 PASIR RIS DR 10",1.37915489273996,103.936519186278,81,"Pasir Ris",1.37304331635804,103.949284527763,1575.12685212687,1382,1919
"8356","738 TAMPINES ST 72",1.35908478564757,103.933607649537,56,"Tampines",1.34551530560119,103.938436971222,1603.31042671108,1484,2062
"8357","738 WOODLANDS CIRCLE",1.44404661814973,103.797489735504,116,"Admiralty",1.44058856161847,103.800990519771,547.686022318943,576,800
"8358","738 YISHUN ST 72",1.42936930002726,103.832471405219,143,"Yishun",1.42944308477331,103.835005047246,282.075584848108,243,338
"8359","739 JURONG WEST ST 73",1.34594298573858,103.700120116691,98,"Pioneer",1.33758701106708,103.697321608474,980.936758674847,1007,1398
"8360","739 PASIR RIS DR 10",1.37850496988467,103.936790914122,90,"Pasir Ris",1.37304331635804,103.949284527763,1517.50173669973,1318,1831
"8361","739 TAMPINES ST 72",1.3592278769788,103.933209877161,47,"Tampines",1.34551530560119,103.938436971222,1633.56149638056,1560,2166
"8362","739 WOODLANDS CIRCLE",1.44422870888598,103.797025367791,154,"Admiralty",1.44058856161847,103.800990519771,599.092707672868,625,869
"8363","739 YISHUN AVE 5",1.42974523614957,103.83213983452,226,"Yishun",1.42944308477331,103.835005047246,320.623896601955,243,337
"8364","73A REDHILL RD",1.28793756967297,103.816790861272,61,"Redhill",1.28963453412887,103.81674097205,188.986796253693,182,252
"8365","74 BEDOK NTH RD",1.32751177120151,103.942220384041,297,"Tanah Merah",1.32718729074675,103.946348600798,460.84543424036,539,748
"8366","74 MARINE DR",1.30370518822061,103.907213592718,103,"Eunos",1.31978354916088,103.903225807255,1844.03614239252,1647,2287
"8367","74 TELOK BLANGAH HTS",1.27536323064723,103.808784376517,79,"Telok Blangah",1.27070647717762,103.809761611219,529.67340502684,507,705
"8368","74 WHAMPOA DR",1.32471579654689,103.857752875203,219,"Boon Keng",1.31933570922514,103.861569454156,734.235048487861,690,959
"8369","740 BEDOK RESERVOIR RD",1.3380258563727,103.922835001967,64,"Bedok North",1.33474211664091,103.91797832995,652.501073208773,632,877
"8370","740 PASIR RIS ST 71",1.37790740617351,103.935984430467,93,"Pasir Ris",1.37304331635804,103.949284527763,1576.06554669474,1365,1896
"8371","740 TAMPINES ST 72",1.35937096824888,103.932812069104,42,"Tampines",1.34551530560119,103.938436971222,1664.59413130527,1581,2197
"8372","740 WOODLANDS CIRCLE",1.44451878985516,103.796297965196,105,"Admiralty",1.44058856161847,103.800990519771,681.260794841287,666,926
"8373","740 YISHUN AVE 5",1.43012101352916,103.831919684986,225,"Yishun",1.42944308477331,103.835005047246,351.549717691557,296,411
"8374","741 PASIR RIS ST 71",1.37758995148537,103.936409748047,107,"Pasir Ris",1.37304331635804,103.949284527763,1519.56753975218,1328,1844
"8375","741 TAMPINES ST 72",1.36001177722698,103.933043781914,105,"Tampines",1.34551530560119,103.938436971222,1721.74214711499,1631,2266
"8376","741 WOODLANDS CIRCLE",1.44441190731037,103.795827945234,105,"Admiralty",1.44058856161847,103.800990519771,714.990610633944,717,997
"8377","741 YISHUN AVE 5",1.43010019275338,103.833117595994,207,"Yishun",1.42944308477331,103.835005047246,222.417490005495,200,278
"8378","742 BEDOK RESERVOIR RD",1.33808524960901,103.922090734567,54,"Bedok North",1.33474211664091,103.91797832995,589.879981613092,603,838
"8379","742 PASIR RIS ST 71",1.37695502051909,103.935942403694,71,"Pasir Ris",1.37304331635804,103.949284527763,1547.34574119158,1383,1921
"8380","742 TAMPINES ST 72",1.35958874830961,103.933361011699,109,"Tampines",1.34551530560119,103.938436971222,1665.38124885778,1557,2162
"8381","742 WOODLANDS CIRCLE",1.44392097347428,103.796032969959,103,"Admiralty",1.44058856161847,103.800990519771,664.817848444139,680,945
"8382","742 YISHUN AVE 5",1.42972007631008,103.833109444064,219,"Yishun",1.42944308477331,103.835005047246,213.193513175072,167,232
"8383","743 JURONG WEST ST 73",1.34729337076872,103.699193658222,94,"Pioneer",1.33758701106708,103.697321608474,1100.40915974839,1136,1579
"8384","743 PASIR RIS ST 71",1.37729564589595,103.935564357183,88,"Pasir Ris",1.37304331635804,103.949284527763,1598.57644920852,1415,1966
"8385","743 WOODLANDS CIRCLE",1.443728242112,103.796311726423,123,"Admiralty",1.44058856161847,103.800990519771,627.103653169625,650,904
"8386","743 YISHUN AVE 5",1.42989983381932,103.833671016641,15,"Yishun",1.42944308477331,103.835005047246,156.922957631046,133,185
"8387","744 BEDOK RESERVOIR RD",1.33786042639305,103.921663304068,64,"Bedok North",1.33474211664091,103.91797832995,537.288165744482,553,768
"8388","744 JURONG WEST ST 73",1.34665889281139,103.699099859364,96,"Pioneer",1.33758701106708,103.697321608474,1029.08520290106,1058,1469
